x1	x2	y
0.145698544569314	0.316931414170349	2
-0.416620855219662	1.4901612721546	3
0.442469617817551	2.12766633795399	3
0.626201262697577	0.787904992286739	2
0.89653166430071	0.617654064874613	2
-0.19207072770223	-0.310435495673221	2
-0.997832574881613	-2.64100187429554	1
-0.701791971921921	-2.23007156355043	1
0.777362017892301	1.09043838750143	2
-0.658109412994236	-2.48957714238388	1
0.475183271802962	1.77677128670516	3
0.587343513034284	0.709159452270796	2
0.858767496421933	0.76147277111464	2
0.769133452326059	-0.920579636535327	1
-0.00702769123017788	-0.232357844290409	2
-0.922739990055561	-1.23876679824673	2
-0.968808502424508	-1.1679458767236	2
-0.132421099115163	-1.77148667539745	1
0.767430135980248	1.92172355131873	3
0.677265306934714	0.980254820652576	2
0.694905732292682	-0.750406329085232	1
0.48102412186563	0.805138608810534	2
-0.213805391918868	-0.222393395710902	2
0.456581491976976	0.960123126826681	2
-0.239561459980905	-0.273690727922218	2
0.345761909149587	-1.13087519236422	1
-0.625034528318793	-2.20012788467707	1
0.862774927169085	1.14748737697746	2
0.756962244398892	-0.656626001087545	1
-0.407162023708224	-0.644383778157948	2
-0.548049544449896	0.964087942795621	3
-0.485408032312989	1.0227766089835	3
-0.42370967566967	-0.610251435614627	2
0.780805128160864	2.45555824315568	3
-0.929059612564743	-2.31072225590611	1
0.185351266991347	1.62474299180431	3
0.0284944456070662	-0.24526943365023	2
0.0361404856666923	1.34089044416253	3
0.241761271841824	1.96562497646433	3
0.367598382756114	0.112287173839821	2
-0.124717375263572	-1.96872240261329	1
-0.724426531698555	-1.95838931677689	1
-0.929296093527228	-1.08865147788473	2
-0.825065799523145	0.513389678627552	3
-0.561624858062714	1.10713926737642	3
0.409914566203952	0.227351443799017	2
-0.711611483246088	-1.80255104657716	1
-0.715197026263922	-0.639938769384086	2
0.759942891076207	0.702368861370779	2
-0.867310380097479	-0.57948669922164	2
0.994701480958611	1.37378626046699	2
-0.684735277667642	0.809055789754752	3
0.603332824073732	1.02998844663902	2
0.714049509726465	-0.56281855405571	1
-0.0465532247908413	0.0252451666069123	2
-0.267886005342007	-0.282994291520398	2
0.382598656229675	-0.667283688605819	1
-0.472598342690617	-0.313206060349284	2
0.0913460589945316	0.3853869330235	2
-0.979637363459915	0.371372643835383	3
0.0189224756322801	1.49697744421809	3
0.40738316019997	-1.02865417025846	1
0.853806190192699	0.970557621372217	2
-0.529904888477176	-1.93510548860265	1
-0.366689849644899	-0.0719840410446132	2
0.159579711966217	-0.128727509254548	2
-0.603915367741138	0.820648625122835	3
0.542187821585685	0.638878258326189	2
-0.881858095526695	-2.15924804283554	1
-0.874686926603317	0.972679314931097	3
0.532596748322248	-0.821408860279003	1
-0.49816448520869	-0.421140526863048	2
-0.288977396674454	0.00720050752955997	2
-0.93998425360769	-0.912295098511633	2
0.307803359813988	-0.922414717617351	1
0.31496871355921	1.8572811323839	3
-0.466522702947259	-0.450806627309059	2
-0.212246206123382	-0.42737943658924	2
0.931616358458996	2.00903543492051	3
-0.532914991956204	0.419148055311033	3
0.58228944754228	-0.455428375912172	1
0.356250290758908	2.07001031009553	3
-0.373653738759458	0.00944535884549208	2
-0.551309050992131	-0.962505175898725	2
0.245757305063307	-0.690666049915737	1
0.843089115340263	-0.436512833578191	1
0.149824291002005	-1.17628648064982	1
0.352763972710818	0.614415232638382	2
-0.931016250979155	-1.29604987453142	2
0.580115959979594	-0.496120398996398	1
-0.723966276738793	1.01019202322752	3
-0.256331120617688	-1.84691398918401	1
0.143866279628128	0.0152903308364683	2
-0.228072385303676	-0.353284002408014	2
-0.407737453468144	-0.662993697968754	2
0.850907299667597	0.544635982887061	2
-0.0126313022337854	1.97293583981184	3
0.207815008703619	1.6354761939602	3
0.726614884566516	0.408157395365635	2
-0.479169357568026	-0.408336795870898	2
0.575954389292747	0.956892365173098	2
0.689919196534902	1.00533872820204	2
-0.564492104109377	-0.54322940952386	2
-0.587658496107906	0.745064122499698	3
-0.0933856619521976	-1.69181925030811	1
0.734120695386082	-1.05525066706251	1
0.798199439886957	-0.881102692756546	1
0.359304939862341	1.3432321127115	3
-0.93041233625263	-2.16848323439946	1
-0.283152821939439	0.226511860200949	2
-0.0641907947137952	-0.22954237971267	2
0.582578791305423	0.640596908551446	2
-0.953521196730435	0.786731166693662	3
0.301217918284237	-0.102441779446792	2
0.115584887564182	0.0797852758838205	2
0.759773744270205	1.79440904036258	3
0.741052486002445	2.18357940947077	3
0.562479650601745	0.627594972470176	2
-0.725591300986707	-2.31895679148613	1
-0.782979259267449	0.607577506850968	3
0.292022144887596	0.0940248305618236	2
-0.32162524946034	-0.446109097813867	2
-0.563808324281126	-0.472251305313702	2
0.437978298868984	-1.03311564915197	1
-0.3814896075055	-0.410074517854439	2
-0.579380462411791	0.885974336988549	3
0.754602675326169	-1.11355598033482	1
-0.180207632016391	0.066521851581734	2
-0.0961927827447653	1.29136314721819	3
0.727163360454142	1.86012412414078	3
-0.662596303038299	-0.688639090198125	2
-0.859100369736552	0.413337243603481	3
0.474999231752008	0.0743531708499939	2
-0.555483464617282	-0.28936518355661	2
-0.808757664635777	-2.44528654067775	1
0.535100907087326	1.79891919434951	3
0.386351479683071	-0.994432754431113	1
0.219429316464812	0.601395101555387	2
-0.143720602616668	0.0708074272368358	2
-0.168435288127512	1.06614474351527	3
-0.977363877929747	-1.20647194299085	2
0.707462123129517	-0.679297615653487	1
0.190797866787761	-1.00927154530865	1
0.988203074317425	0.590044456833418	2
-0.318860133178532	-0.591722491762684	2
-0.239433913026005	0.039819268940461	2
-0.325085011310875	1.08344530439243	3
0.953381910454482	1.0306618263686	2
-0.345657017547637	-0.319886445032223	2
0.436823171097785	0.407872918497926	2
-0.0651100021786988	0.299577497791559	2
-0.163934184238315	1.05836579618124	3
0.045011980459094	0.229255566969408	2
-0.870312735438347	-2.2692543347402	1
-0.404608349781483	-0.103072109387311	2
-0.950307277031243	-2.67821424918573	1
0.126266100909561	1.18757460464347	3
-0.100974028930068	-1.7108582195292	1
0.243932846933603	-1.06183002353674	1
0.685935077257454	-0.731344866361963	1
-0.895257483236492	-0.648684296477873	2
-0.0349497022107244	-1.80062749328058	1
-0.890374016948044	-1.43307648703949	2
